assessmentId,partner,product,recipient,period,industry,grade,sectionName,subsectionName,questionNumber,questionText,answerType,answer,answerOptions,parentQuestion,followupTrigger,evaluationGrade,evaluationScore,evaluationComment
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.11,"Does your organization currently have a program in place to ensure that modern slavery and human trafficking do not exist in your business operations and supply chain, including those business operations and suppliers located outside of your organization’s home country?",Open,"Sodales eu fringilla eleifend orci, lobortis rutrum nibh porttitor sodales.",,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.12,Has the responsibility for addressing modern slavery and human trafficking been formally assigned to your organization’s board of directors or comparable governing body?,Open,Nullam tempus ultricies egestas convallis vitae ultrices.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.13,Has the responsibility for addressing modern slavery and human trafficking been delegated by your organization’s board of directors or comparable governing body to someone or some group within your organization?,Open,Eget porttitor posuere consequat pretium luctus nibh sollicitudin.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.14,"If your organization works with labor providers, does your organization conduct due diligence reviews of these providers prior to using their services to, at a minimum, verify that each provider is a legitimate and registered business entity?",Open,Pulvinar pharetra hendrerit quis dui non posuere etiam ridiculus dictumst.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.15,"If your organization works with labor providers, does your organization have Service Level Agreements in place with these providers outlining their responsible labor sourcing responsibilities?",Open,"Dignissim lectus sollicitudin proin maecenas, morbi elit? Ad tempor nisi curae vitae in fusce volutpat ridiculus.",,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.16,"Does your organization have written policies and procedures and other formal processes in place to identify, investigate, and remediate the risk of any instances of modern slavery within your organization?",Open,"Parturient ante habitant nulla; blandit suscipit nunc congue? Litora odio finibus mattis, dis nisl urna.",,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.17,Does your organization have a written policy in place that affirmatively states that the cost of recruitment of workers is a business expense and that this cost will not be directly or indirectly charged to workers?,Open,Maecenas non turpis a viverra suscipit facilisis magnis placerat.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.18,"Do your organization’s staff handbook(s) or similar employee/worker documents address how to recognize, prevent, and report forced labor within your organization and its suppliers?",Open,Sagittis vivamus vitae elementum penatibus scelerisque faucibus vehicula.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.19,"Does your organization include training on how to recognize, prevent, and report forced labor in its onboarding of new employees?",Open,Mauris nostra tincidunt litora purus ridiculus torquent nam eros laoreet.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.20,"Does your organization provide live or online training to your employees on modern slavery risks, including how to recognize, prevent, and report forced labor within your organization, at least once every 12 months?",Open,Rhoncus tempus elementum mi maximus sodales molestie placerat.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.21,Does your organization provide specific training to staff that may visit suppliers on how to spot signs that may be indicative of modern slavery and similar worker exploitation?,Open,Senectus luctus praesent bibendum habitasse dis suscipit.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.22,"Does your organization provide specific training for its internal recruiters in your organization’s processes for recognizing, preventing, and reporting forced labor, labor trafficking, and other forms of third-party labor exploitation?",Open,Dignissim ad platea justo cubilia maecenas magnis.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Audits,1.2.1,"Has your organization completed any responsible sourcing audits in the past 12 months, whether conducted by an independent audit firm or by internal resources, that included an audit of modern slavery, forced labor human trafficking, and other worker exploitation risk issues in both your organization’s business operations and supply chain?",Open,Elementum cubilia nascetur taciti tristique magnis fusce porttitor.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Employment Conditions,1.3.1,"Are any original identity-related documents (e.g., passports, birth certificates, national identity cards) of workers, whether employees or contract workers, retained by your organization or someone acting on behalf of your organization?",Open,Odio porttitor pulvinar curabitur suspendisse tellus faucibus hac eros.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Employment Conditions,1.3.2,"Are workers, whether employees or contract workers, required to lodge any “security deposits” (e.g., financial or personal property) or pay any recruitment fees to your organization or someone acting on behalf of your organization?",Open,Potenti ultrices metus tempus natoque rutrum.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Employment Conditions,1.3.3,"Does your organization deduct wages, impose monetary fines (including fines for misconduct and poor production) and/or withhold pay entitlements of workers, whether employees or contract workers?",Open,Eros curabitur vivamus felis viverra varius; proin convallis.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Employment Conditions,1.3.4,"Are all workers, whether employees or contract workers, provided with a written document in a language they understand that clearly describes the terms of employment, including wage rates and working hours?",Open,Facilisis porta curae nostra class blandit eros potenti hac.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Employment Conditions,1.3.5,"If on-site or near-site living accommodations are provided to workers, whether employees or contract workers, (e.g., dormitories, hostels, or other forms of shared accommodations) are regular checks of these Ifacilities conducted to ensure that the living conditions are adequate and meet applicable legal requirements (e.g., zoning, fire safety, maximum occupancy limitations, temperature, lighting, sanitary facilities, privacy, ventilation)?",Open,"Dignissim sagittis etiam pellentesque, fames mus amet.",,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Employment Conditions,1.3.6,"If on-site or near-site living accommodations are provided to workers, whether employees or contract workers, are workers free to leave those accommodations at will?",Open,Habitant duis vulputate torquent porta quis dolor amet vitae.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Employment Conditions,1.3.7,"Are your organization’s employees or contract workers free to lawfully resign their employment without restriction or penalty, except for customary and reasonable notice?",Open,Efficitur vel quam interdum neque; porttitor cras quis.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Employment Conditions,1.3.8,"Are workers, including employees and contract workers, paid on a regular recurring basis at least once per month and on time and provided with pay slips that clearly outline how their wages have been calculated and itemize any deductions from wages?",Open,Scelerisque rutrum ipsum quam dignissim imperdiet nullam diam.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Employment Conditions,1.3.9,"In the past 24 months, has your organization sent one or more confidential surveys to a sample group of its workers, whether employees or contract workers, to solicit feedback on whether any workers were experiencing issues, such as coercion or exploitation?",Open,Eros orci curabitur aliquet feugiat phasellus; sodales tincidunt viverra.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Employment Conditions,1.3.10,"Does your organization perform any periodic checks of “red flags” that may be indicative of slavery practices, such checking workers’ stated home addresses for indications of high occupancy housing or checking pay routing requests to determine whether unrelated workers may be directing their wages into a single bank account?",Open,Euismod sed magna gravida odio nibh sed scelerisque.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Employment Conditions,1.3.11,"If your organization has formal workplace representation agreements in place, does your organization consult with and work collaboratively with trade unions and/or employee representatives to address modern slavery risks and remediations?",Open,Primis litora ex pellentesque scelerisque mauris dignissim.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Child Labor,1.4.1,Does your organization undertake periodic checks to ensure that child labor is not being used within your organization or by your suppliers?,Open,Montes fusce tortor maximus nulla morbi condimentum integer integer rutrum.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Grievance and Redress Mechanisms,1.5.1,"Do workers, including employees and contract workers, have one or more multi-language mechanisms to anonymously and confidentially raise concerns related to labor conditions, such as a whistleblower hotline, or to submit workplace grievances and access appropriate remedies?",Open,"Placerat morbi adipiscing, id vivamus est magna eros quisque ullamcorper.",,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Modern Slavery and Similar Workplace Risks within Your Organization,Grievance and Redress Mechanisms,1.5.2,"Has your organization implemented a process for supervisors to report and record suspected cases of labor trafficking, forced labor, and other forms of labor exploitation in your organization?",Open,Torquent nullam natoque tellus faucibus inceptos sem tellus netus.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Supply Chain Management,,2.1,"Is your organization currently aware of any slavery, servitude, forced or compulsory labor, and/or human trafficking in any part of its supply chain?",Open,"Parturient orci risus volutpat diam, himenaeos congue erat.",,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Supply Chain Management,,2.2,"Is your organization aware of any instances of suspected slavery, servitude, forced or compulsory labor, and/or human trafficking in any part of the organization’s supply chain in the past 24 months?",Open,Pretium ornare fermentum at est sem posuere.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Supply Chain Management,,2.3,"Does your organization currently have, or have had in the past 24 months, any direct or indirect suppliers with operations or workers, whether employees or contract workers, in any of the following 10 Countries? North Korea Eritrea Burundi Central African Republic Afghanistan Mauritania South Sudan Pakistan Cambodia Iran",Open,Aliquam nisl consequat vehicula vivamus donec ultrices tristique.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Supply Chain Management,,2.4,"Does your organization currently have, or have had in the past 24 months, any direct or indirect suppliers with operations or workers, whether employees or contract workers, any of the countries where the risks of modern slavery and human trafficking are high? See the attached reference file for the list of countries",Open,Penatibus odio rhoncus curae non vitae fames donec.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Supply Chain Management,,2.5,"If your organization discovered that any of its suppliers or sub-suppliers used slave labor, forced or compulsory labor, and/or trafficked labor within their work force (or within their own supply chain), would your organization cease to use that supplier (or seek for your organization’s supplier to cease using their sub-supplier)?",Open,Risus sociosqu curabitur quis hendrerit scelerisque tellus.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Supply Chain Management,,2.6,Has your organization mapped its supply chain in the past 24 months to determine (1) what countries it sources from and what products or services it buys from suppliers in these countries and (2) assessed the resulting modern slavery risks related to sourcing from those countries for those specific products or services?,Open,Porttitor vestibulum aptent ex condimentum duis diam.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Supply Chain Management,,2.7,"Has your organization undertaken any due diligence in the past 24 months to assess whether or not slavery, servitude, forced or compulsory labor and/or human trafficking exists in your supply chain?",Open,Nisl inceptos convallis euismod dictumst enim malesuada malesuada.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Supply Chain Management,,2.8,"Does your organization conduct due diligence checks in the selection of suppliers to establish their credibility, legitimacy, and ability to manage modern slavery risks in your suppliers?",Open,Tincidunt facilisi in viverra sapien non.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Supply Chain Management,,2.9,"Does your organization include provisions regarding slavery, forced labor, and other forms of worker exploitation in its contracts with suppliers?",Open,Feugiat finibus mi sociosqu eget et.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Supply Chain Management,,2.1,"Does your organization require all direct suppliers to certify that all materials incorporated into the final product were sourced, processed, and manufactured in compliance with the human trafficking and slavery laws of the countries or countries in which they operate?",Open,Dignissim aptent lobortis ultricies est neque curabitur; tempus ullamcorper.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Supply Chain Management,,2.11,Does your organization require its suppliers to conduct due diligence checks for modern slavery risks in their suppliers?,Open,Consectetur donec nunc velit nec amet vulputate quis.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Supply Chain Management,,2.12,Does your organization have a program in place to enable it to take responsive and corrective actions if modern slavery practices are suspected to exist or identified in your organization’s supply chain?,Open,Consectetur iaculis faucibus ornare tempus ultrices; justo lobortis auctor? Natoque dui et natoque iaculis lectus in fringilla eleifend.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Supply Chain Management,,2.13,Does your organization conduct independent and unannounced on-site or remote audits of its suppliers for modern slavery risks?,Open,Ipsum diam quisque vehicula facilisis turpis potenti posuere.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Supply Chain Management,,2.14,Does your organization require that its suppliers adopt company-wide standards on slavery and human trafficking for their employees and contractors?,Open,Convallis dictumst elit adipiscing porta proin tempor consequat lacinia lectus.,,,,,,
110736,AT&T Technologies,Global Fund X,janet@att.com,2024,IT,90,Supply Chain Management,,2.15,"Does your organization have accountability standards and procedures in place to hold its suppliers accountable for non-compliance with your organization’s standards on slavery and human trafficking (e.g., remediation requirements)?",Open,Leo facilisis cursus ultricies accumsan cursus ad praesent.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.1,"Is your organization currently aware of any slavery, servitude, forced or compulsory labor, and/or human trafficking in any part of the organization’s business (including all sites, facilities, or operational locations) operations or supply chain (including all suppliers)?",Open,Risus mollis aliquet habitasse mi class vestibulum.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.2,"Have there been instances of suspected slavery, servitude, forced or compulsory labor, and/or human trafficking in any part of your organization’s business operations (including all sites, facilities, or operational locations) or supply chain (including all suppliers) in the past 24 months?",Open,Et tempor proin aptent tortor cursus mauris ullamcorper at.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.3,"Has your organization or any of its key officers and directors ever been sued in any court in any country or the subject of any administrative or regulatory investigative action in any country for the alleged use of forced labor or human trafficking in any of its sites, facilities, or operational locations?",Open,Platea luctus lacus cras lacus mus amet diam.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.4,"Does your organization currently have any operations or workers, whether employees or contract workers, in the following countries: North Korea Eritrea Burundi Central African Republic Afghanistan Mauritania South Sudan Pakistan Cambodia Iran",Open,Odio litora fames nostra class convallis laoreet.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.5,"Did your organization have any operations or workers, whether employees or contract workers, in any of the following 10 Countries in the past 24 months? North Korea Eritrea Burundi Central African Republic Afghanistan Mauritania South Sudan Pakistan Cambodia Iran",Open,Ex lobortis ullamcorper hac parturient sodales cras nascetur pharetra.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.6,"Does your organization have any operations or workers, whether employees or contract workers, in any of the countries where the risks of modern slavery and human trafficking are high? See the attached reference file for the list of countries",Open,Pharetra porta laoreet hac et felis conubia mattis ac mollis.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.7,"Did your organization have any operations or workers, whether employees or contract workers, in the past 24 months in any of the countries where the risks of modern slavery and human trafficking are high? See the attached reference file for the list of countries",Open,Gravida ridiculus blandit vulputate; morbi sollicitudin quam.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.8,"In the past 24 months, has your organization used migrant workers, whether as employees or contract workers and whether on a permanent or seasonal basis, in any of its business operations?",Open,Sagittis nascetur nec habitasse nascetur tempus vel quam natoque porttitor.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.9,Has your organization adopted an anti-slavery and anti-human trafficking transparency statement?,Open,Quam est dictumst cubilia ante pulvinar nunc adipiscing vestibulum.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.10,"Does your organization have a written policy, a separate policy or included in an ethical trading policy or Code of Conduct, in place that prohibits modern slavery, including all forms of forced labor, bonded labor, child labor, and human trafficking, in its operations and those of its suppliers?",Open,Sagittis class sit ultricies sapien conubia consequat nibh nulla.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.11,"Does your organization currently have a program in place to ensure that modern slavery and human trafficking do not exist in your business operations and supply chain, including those business operations and suppliers located outside of your organization’s home country?",Open,Sodales lacinia scelerisque molestie hac ut ad mi.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.12,Has the responsibility for addressing modern slavery and human trafficking been formally assigned to your organization’s board of directors or comparable governing body?,Open,Purus nascetur pretium elit mus elit nunc natoque donec.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.13,Has the responsibility for addressing modern slavery and human trafficking been delegated by your organization’s board of directors or comparable governing body to someone or some group within your organization?,Open,"Eget tortor augue tempor consectetur, id fames vivamus mauris.",,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.14,"If your organization works with labor providers, does your organization conduct due diligence reviews of these providers prior to using their services to, at a minimum, verify that each provider is a legitimate and registered business entity?",Open,Habitant diam sagittis quisque tempor id.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.15,"If your organization works with labor providers, does your organization have Service Level Agreements in place with these providers outlining their responsible labor sourcing responsibilities?",Open,Natoque gravida adipiscing finibus vitae sociosqu magnis.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.16,"Does your organization have written policies and procedures and other formal processes in place to identify, investigate, and remediate the risk of any instances of modern slavery within your organization?",Open,Ridiculus torquent himenaeos integer aptent ornare.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.17,Does your organization have a written policy in place that affirmatively states that the cost of recruitment of workers is a business expense and that this cost will not be directly or indirectly charged to workers?,Open,Enim maecenas primis; malesuada efficitur litora curabitur ex est.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.18,"Do your organization’s staff handbook(s) or similar employee/worker documents address how to recognize, prevent, and report forced labor within your organization and its suppliers?",Open,Sed condimentum suspendisse sollicitudin semper cubilia luctus.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.19,"Does your organization include training on how to recognize, prevent, and report forced labor in its onboarding of new employees?",Open,Himenaeos amet accumsan aenean sem; lorem torquent.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.20,"Does your organization provide live or online training to your employees on modern slavery risks, including how to recognize, prevent, and report forced labor within your organization, at least once every 12 months?",Open,Lorem erat finibus ex; non praesent fames.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.21,Does your organization provide specific training to staff that may visit suppliers on how to spot signs that may be indicative of modern slavery and similar worker exploitation?,Open,Magnis consectetur diam orci ex ultrices fermentum nascetur.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Corporate Compliance Management,1.1.22,"Does your organization provide specific training for its internal recruiters in your organization’s processes for recognizing, preventing, and reporting forced labor, labor trafficking, and other forms of third-party labor exploitation?",Open,Convallis litora sem fusce; congue purus dui.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Audits,1.2.1,"Has your organization completed any responsible sourcing audits in the past 12 months, whether conducted by an independent audit firm or by internal resources, that included an audit of modern slavery, forced labor human trafficking, and other worker exploitation risk issues in both your organization’s business operations and supply chain?",Open,Metus facilisis platea at nibh orci lectus etiam.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Employment Conditions,1.3.1,"Are any original identity-related documents (e.g., passports, birth certificates, national identity cards) of workers, whether employees or contract workers, retained by your organization or someone acting on behalf of your organization?",Open,Aenean eros taciti tempus massa; mattis lobortis elit.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Employment Conditions,1.3.2,"Are workers, whether employees or contract workers, required to lodge any “security deposits” (e.g., financial or personal property) or pay any recruitment fees to your organization or someone acting on behalf of your organization?",Open,Vehicula ante urna odio placerat habitant.,,,,,,
110730,Boeing,"Space Fund, Aerofund",leila@boeing.com,2024,Aerospace,70,Modern Slavery and Similar Workplace Risks within Your Organization,Employment Conditions,1.3.3,"Does your organization deduct wages, impose monetary fines (including fines for misconduct and poor production) and/or withhold pay entitlements of workers, whether employees or contract workers?",Open,Imperdiet purus vestibulum dui class neque elementum.,,,,,,
